"filename", "language", "JavaScript", "CSS", "comment", "blank", "total"
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/Counter.js", "JavaScript", 24, 0, 0, 8, 32
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/FetchData.js", "JavaScript", 52, 0, 0, 8, 60
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/Home.js", "JavaScript", 24, 0, 0, 3, 27
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/Layout.js", "JavaScript", 16, 0, 0, 3, 19
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/NavMenu.css", "CSS", 0, 16, 0, 3, 19
"/home/guarian/HOME/coding/go/src/native/outer_apis/spotify_main/server_root/ui/src/components/NavMenu.js", "JavaScript", 42, 0, 0, 6, 48
"Total", "-", 158, 16, 0, 31, 205
